-0,-64,0
-0,-96,0
-0,-128,0
-16,-48,0
-16,-80,0
-16,-112,0
-32,-64,0
-32,-96,0
-32,-128,0
-48,-48,0
-48,-80,0
-48,-112,0
-64,-64,0
-64,-96,0
-64,-128,0
-80,-48,0
-80,-80,0
-80,-112,0
-96,-64,0
-96,-96,0
-96,-128,0
-112,-48,0
-112,-80,0
-112,-112,0
-128,-64,0
-128,-96,0
-128,-128,0
