-4.9083,-66.881,27.943
-3.816,-66.898,28.246
-2.7195,-66.909,28.479
-1.6259,-66.914,28.741
-0.52948,-66.931,29.014
0.55638,-66.947,29.458
1.6384,-66.957,29.959
2.7354,-66.955,30.192
3.8291,-66.968,30.551
4.9237,-66.986,30.937
-13.595,-65.679,25.396
-12.502,-65.688,25.591
-11.417,-65.694,25.879
-10.331,-65.708,26.183
-9.2443,-65.714,26.47
-8.159,-65.722,26.785
-7.0708,-65.735,27.091
-5.9813,-65.747,27.389
-4.8874,-65.754,27.62
-3.7981,-65.772,27.962
-2.7057,-65.781,28.237
-1.6121,-65.792,28.519
-0.51833,-65.805,28.813
0.5755,-65.812,29.093
1.6614,-65.828,29.551
2.7537,-65.834,29.885
3.8466,-65.845,30.246
4.9412,-65.864,30.629
6.0363,-65.869,30.956
7.1298,-65.889,31.408
8.2264,-65.902,31.79
9.3221,-65.915,32.21
10.42,-65.935,32.653
11.518,-65.947,33.067
12.619,-65.963,33.471
13.722,-65.985,33.902
14.824,-66.005,34.37
15.927,-66.035,34.9
17.032,-66.052,35.33
18.138,-66.076,35.862
19.245,-66.101,36.391
20.352,-66.127,36.957
21.462,-66.16,37.588
22.568,-66.175,38.251
23.681,-66.208,38.879
24.795,-66.233,39.518
-23.391,-64.532,23.524
-22.313,-64.523,23.78
-21.221,-64.521,23.935
-20.129,-64.522,24.091
-19.043,-64.53,24.318
-17.945,-64.537,24.44
-16.857,-64.549,24.673
-15.759,-64.547,24.77
-14.669,-64.557,24.985
-13.578,-64.568,25.206
-12.489,-64.577,25.442
-11.404,-64.583,25.723
-10.317,-64.59,25.994
-9.2295,-64.596,26.265
-8.1413,-64.604,26.542
-7.0529,-64.618,26.844
-5.96,-64.622,27.067
-4.8695,-64.633,27.352
-3.782,-64.641,27.676
-2.6928,-64.652,28.003
-1.5992,-64.667,28.29
-0.51037,-64.681,28.662
0.5847,-64.691,28.935
1.6738,-64.704,29.328
2.7668,-64.713,29.658
3.8609,-64.722,29.983
4.955,-64.74,30.367
6.049,-64.748,30.725
7.1411,-64.758,31.153
8.2358,-64.767,31.543
9.3328,-64.784,31.954
10.432,-64.803,32.357
11.533,-64.815,32.692
12.633,-64.837,33.162
13.733,-64.853,33.601
14.833,-64.873,34.109
15.939,-64.898,34.525
17.042,-64.913,34.995
18.146,-64.935,35.531
19.252,-64.949,35.997
20.359,-64.969,36.53
21.469,-65,37.12
22.576,-65.021,37.769
23.688,-65.048,38.362
24.803,-65.076,38.953
25.918,-65.109,39.654
27.037,-65.145,40.308
28.156,-65.181,41.124
29.279,-65.216,41.861
30.401,-65.243,42.651
31.527,-65.275,43.432
32.657,-65.319,44.275
33.791,-65.362,45.161
34.928,-65.412,46.121
-31.051,-63.381,22.576
-29.962,-63.383,22.743
-28.864,-63.396,22.855
-27.767,-63.405,22.966
-26.666,-63.414,23.045
-25.561,-63.406,23.059
-24.465,-63.405,23.161
-23.375,-63.401,23.314
-22.291,-63.405,23.544
-21.201,-63.409,23.717
-20.112,-63.411,23.898
-19.023,-63.418,24.107
-17.93,-63.427,24.271
-16.843,-63.435,24.504
-15.75,-63.439,24.666
-14.657,-63.441,24.831
-13.567,-63.453,25.062
-12.476,-63.45,25.238
-11.39,-63.465,25.533
-10.304,-63.472,25.81
-9.2164,-63.468,26.049
-8.1286,-63.48,26.339
-7.0394,-63.498,26.641
-5.9472,-63.505,26.879
-4.8564,-63.516,27.159
-3.7706,-63.528,27.517
-2.6824,-63.534,27.837
-1.5915,-63.547,28.157
-0.5032,-63.555,28.512
0.59109,-63.563,28.787
1.6819,-63.57,29.126
2.7763,-63.583,29.447
3.8715,-63.595,29.766
4.9653,-63.613,30.149
6.0605,-63.625,30.5
7.1522,-63.635,30.928
8.2462,-63.641,31.32
9.342,-63.655,31.734
10.442,-63.672,32.103
11.543,-63.687,32.469
12.643,-63.709,32.9
13.743,-63.724,33.337
14.844,-63.741,33.809
15.946,-63.76,34.273
17.049,-63.774,34.743
18.154,-63.795,35.239
19.259,-63.809,35.703
20.367,-63.835,36.264
21.475,-63.855,36.792
22.584,-63.876,37.355
23.695,-63.898,37.954
24.809,-63.926,38.541
25.924,-63.956,39.204
27.041,-63.989,39.901
28.16,-64.021,40.637
29.281,-64.054,41.373
30.403,-64.08,42.119
31.527,-64.11,42.941
32.658,-64.155,43.777
33.792,-64.201,44.611
34.927,-64.244,45.533
36.066,-64.286,46.418
37.207,-64.329,47.385
-42.132,-62.322,22.484
-41.016,-62.325,22.459
-39.901,-62.324,22.433
-38.787,-62.315,22.394
-37.663,-62.32,22.301
-36.552,-62.308,22.271
-31.033,-62.269,22.398
-29.936,-62.266,22.485
-28.838,-62.272,22.581
-27.736,-62.284,22.653
-26.644,-62.29,22.806
-25.547,-62.287,22.893
-24.45,-62.292,22.994
-23.364,-62.29,23.186
-22.275,-62.292,23.362
-21.185,-62.297,23.537
-20.095,-62.303,23.724
-19.003,-62.31,23.89
-17.913,-62.318,24.082
-16.826,-62.32,24.298
-15.735,-62.326,24.487
-14.645,-62.327,24.679
-13.558,-62.333,24.916
-12.47,-62.335,25.147
-11.385,-62.341,25.423
-10.295,-62.352,25.668
-9.2064,-62.357,25.922
-8.1167,-62.367,26.181
-7.0274,-62.383,26.472
-5.9355,-62.383,26.687
-4.8463,-62.395,26.986
-3.7589,-62.4,27.298
-2.6721,-62.404,27.631
-1.5851,-62.417,28.006
-0.49589,-62.424,28.34
0.59764,-62.435,28.634
1.6912,-62.446,28.945
2.7842,-62.462,29.299
3.8792,-62.474,29.618
4.9727,-62.491,30.002
6.0656,-62.502,30.392
7.1595,-62.518,30.808
8.2548,-62.523,31.163
9.3517,-62.534,31.542
10.451,-62.55,31.912
11.552,-62.567,32.273
12.653,-62.588,32.705
13.752,-62.596,33.114
14.85,-62.61,33.628
15.952,-62.628,34.092
17.054,-62.64,34.564
18.159,-62.658,35.024
19.265,-62.676,35.519
20.372,-62.7,36.04
21.481,-62.712,36.499
22.59,-62.736,37.056
23.7,-62.754,37.62
24.814,-62.777,38.173
25.929,-62.806,38.794
27.045,-62.834,39.453
28.164,-62.864,40.15
29.283,-62.891,40.891
30.404,-62.917,41.634
31.529,-62.951,42.401
32.659,-62.992,43.238
33.79,-63.032,44.078
34.925,-63.074,44.914
36.064,-63.119,45.828
37.203,-63.158,46.713
38.344,-63.188,47.656
-46.602,-61.269,22.673
-45.473,-61.255,22.555
-44.329,-61.223,22.282
-43.209,-61.213,22.218
-42.087,-61.214,22.143
-40.97,-61.215,22.105
-39.851,-61.197,22.015
-38.736,-61.19,21.965
-37.627,-61.19,21.969
-36.52,-61.189,21.988
-35.419,-61.186,22.043
-34.317,-61.174,22.081
-33.219,-61.166,22.15
-32.119,-61.16,22.202
-31.001,-61.155,22.105
-29.919,-61.155,22.326
-28.821,-61.154,22.405
-27.722,-61.162,22.492
-26.626,-61.165,22.592
-25.53,-61.171,22.707
-24.44,-61.174,22.869
-23.352,-61.173,23.042
-22.262,-61.174,23.205
-21.173,-61.181,23.391
-20.084,-61.191,23.597
-18.993,-61.198,23.775
-17.9,-61.206,23.928
-16.815,-61.208,24.173
-15.726,-61.214,24.373
-14.637,-61.213,24.568
-13.549,-61.216,24.792
-12.461,-61.219,25.019
