34.081,-24.736,40.841
34.605,-4.7252,40.271
35.231,15.276,39.671
25.662,-14.665,35.609
26.201,5.3528,35.06
26.769,25.357,34.572
16.71,-24.626,30.882
17.2,-4.586,30.439
17.83,15.437,29.815
8.3227,-14.549,25.643
8.8137,5.4997,25.188
9.4087,25.515,24.485
-0.63025,-24.524,20.979
-0.19955,-4.4317,20.634
0.47256,15.589,19.847
-9.0384,-14.424,15.724
-8.608,5.6555,15.38
-7.9624,25.715,14.657
-17.964,-24.418,11.021
-17.576,-4.3141,10.74
-16.909,15.77,9.994
-26.442,-14.308,5.933
-25.962,5.7949,5.4943
-25.386,25.887,4.7634
-35.381,-24.292,1.1932
-34.962,-4.1767,0.78776
-34.288,15.926,0
