38.454,-25.252,18.102
38.958,-5.2376,17.452
39.504,14.762,16.685
28.944,-15.051,15.584
29.452,4.963,14.978
29.968,24.977,14.35
18.905,-24.887,13.802
19.408,-4.8442,13.202
19.965,15.178,12.458
9.4035,-14.679,11.379
9.9073,5.369,10.803
10.434,25.414,10.16
-0.63738,-24.519,9.5484
-0.15743,-4.451,9.1147
0.42118,15.594,8.2289
-10.135,-14.3,7.1365
-9.6517,5.7729,6.6946
-9.0895,25.834,5.846
-20.157,-24.149,5.3575
-19.677,-4.0638,4.9431
-19.112,16.026,4.152
-29.674,-13.92,2.9751
-29.187,6.1776,2.5793
-28.631,26.269,1.7163
-39.726,-23.768,1.2654
-39.223,-3.6647,0.73952
-38.668,16.45,0
