963.2,151.49
970.21,151.02
977.02,150.54
983.89,150.23
990.85,149.7
998.26,149.49
1005.8,149.5
1012.6,149.27
1019.8,148.97
1027.1,148.61
907.42,161.2
914.04,160.72
920.91,160.45
927.86,160.06
934.74,159.79
941.71,159.54
948.69,159.15
955.65,158.77
962.42,158.37
969.54,157.94
976.45,157.59
983.4,157.18
990.4,156.76
997.34,156.45
1004.8,156.25
1011.9,156.03
1019.1,155.76
1026.4,155.37
1033.5,155.17
1041,154.87
1048.3,154.58
1055.7,154.37
1063.2,154.06
1070.6,153.84
1078,153.53
1085.5,153.16
1093.1,152.86
1100.9,152.49
1108.4,152.21
1116.2,151.94
1124,151.66
1131.9,151.42
1140,151.16
1148.1,151.32
1156.2,151.05
1164.3,150.94
848.24,171.44
854.88,171.46
861.28,171.15
867.7,170.79
874.35,170.41
880.72,169.85
887.42,169.4
893.7,168.98
900.36,168.52
907.05,168.04
913.78,167.63
920.63,167.35
927.46,167.04
934.3,166.74
941.17,166.41
948.14,166
954.87,165.64
961.8,165.25
968.83,165
975.89,164.67
982.87,164.21
990.08,163.89
997.02,163.49
1004.3,163.23
1011.4,162.95
1018.5,162.66
1025.8,162.28
1033,162.06
1040.4,161.9
1047.7,161.72
1055.1,161.4
1062.5,161.02
1069.7,160.67
1077.3,160.34
1084.8,160.08
1092.5,159.86
1100,159.37
1107.6,159.18
1115.4,158.97
1123,158.79
1130.8,158.6
1138.8,158.28
1146.9,158.28
1154.9,158.04
1162.9,157.8
1171.2,157.62
1179.4,157.32
1188,157.27
1196.4,157.13
1204.9,157.22
1213.4,157.2
1222.1,157.05
1230.9,156.98
1239.9,156.9
804.06,181.92
810.45,181.58
816.73,180.94
823,180.37
829.19,179.74
835.14,179.33
841.37,178.93
847.74,178.66
854.36,178.38
860.83,177.99
867.32,177.65
873.92,177.24
880.41,176.72
887.09,176.35
893.57,175.92
900.06,175.53
906.78,175.05
913.3,174.77
920.22,174.35
927.07,174.04
933.78,173.88
940.7,173.49
947.69,172.99
954.47,172.6
961.39,172.19
968.53,171.91
975.55,171.68
982.61,171.3
989.75,171.07
996.69,170.71
1003.8,170.48
1010.9,170.09
1018,169.71
1025.3,169.33
1032.5,169.01
1039.9,168.86
1047.2,168.71
1054.6,168.45
1061.9,168.06
1069.2,167.68
1076.7,167.29
1084.2,167.03
1091.8,166.8
1099.4,166.5
1107,166.32
1114.7,166.05
1122.3,165.85
1130.2,165.59
1138,165.38
1145.9,165.2
1153.9,165.06
1161.9,164.79
1170.1,164.6
1178.4,164.41
1186.8,164.29
1195.2,164.16
1203.6,164.18
1212.2,164.25
1220.9,164.04
1229.6,163.81
1238.5,163.76
1247.3,163.7
1256.3,163.73
745.49,193.34
751.27,192.71
757.04,192.16
762.75,191.74
768.36,190.95
774.1,190.59
803.74,188.81
809.88,188.45
816.09,187.91
822.26,187.21
828.64,186.77
834.81,186.39
841.06,185.86
847.54,185.64
854,185.3
860.48,184.88
867,184.48
873.48,183.99
880.04,183.55
886.65,183.26
893.21,182.84
899.77,182.51
906.48,182.17
913.17,181.87
920,181.59
926.78,181.15
933.57,180.82
940.4,180.41
947.35,179.94
954.04,179.65
961.01,179.27
968,179.04
975.05,178.85
982.26,178.55
989.34,178.31
996.34,177.93
1003.4,177.55
1010.6,177.15
1017.7,176.78
1025,176.41
1032.3,176.16
1039.7,175.85
1046.9,175.68
1054.2,175.4
1061.5,175.03
1068.8,174.59
1076.3,174.22
1083.7,174.05
1091.4,173.94
1099,173.65
1106.6,173.5
1114.2,173.22
1121.9,172.99
1129.7,172.67
1137.3,172.49
1145.2,172.24
1153.1,172.12
1161,171.87
1169.1,171.62
1177.3,171.43
1185.6,171.28
1194,171.25
1202.4,171.26
1210.9,171.13
1219.6,170.97
1228.3,170.84
1237,170.67
1245.9,170.56
1254.7,170.52
1263.6,170.74
723.18,201.61
728.61,201.19
733.53,200.88
739.14,200.46
744.76,199.8
750.49,199.21
756.01,198.91
761.69,198.44
767.56,197.9
773.47,197.42
779.48,197.04
785.42,196.79
791.47,196.5
797.48,196.17
803.08,195.56
809.61,195.35
815.74,194.92
821.93,194.35
828.15,193.87
834.43,193.37
840.84,192.98
847.27,192.7
853.69,192.35
860.2,191.93
866.79,191.46
873.3,191
879.75,190.49
886.44,190.24
893.03,189.85
899.59,189.56
906.25,189.26
912.93,188.94
919.74,188.53
926.5,188.18
933.21,187.97
940.12,187.58
947.05,187.01
953.9,186.75
960.83,186.38
967.8,186.12
974.84,185.86
982.02,185.63
989.05,185.32
996.33,184.98
1003.3,184.66
1010.4,184.24
1017.6,183.9
1024.8,183.56
1032.1,183.25
1039.4,183.1
1046.6,182.82
1053.8,182.5
1061.1,182.14
1068.5,181.72
1076,181.36
1083.5,181.23
1091.1,181.08
1098.6,180.89
1106.2,180.68
1113.8,180.38
1121.2,180.03
1129.1,179.7
1136.7,179.55
1144.5,179.29
1152.5,179.25
1160.6,178.83
1168.5,178.62
1176.6,178.45
1184.7,178.2
1193,178.23
1201.3,178.22
1209.7,178.09
1218.3,178.03
1226.9,177.85
1235.7,177.75
1244.5,177.68
1253.3,177.62
1262.1,177.63
1271.1,177.87
1280.5,177.99
717.15,208.88
722.63,208.48
727.79,208.13
732.95,207.8
738.69,207.22
744.32,206.64
750.1,206.04
755.48,205.51
773.22,204.23
779.3,203.76
785.22,203.47
791.4,203.14
797.37,202.89
803.11,202.69
809.43,202.41
815.47,201.98
821.68,201.33
827.96,200.9
834.37,200.39
840.77,200.05
847.15,199.72
853.68,199.36
860.08,198.89
866.74,198.43
873.24,197.97
879.71,197.5
886.3,197.26
892.88,196.84
899.52,196.59
906.19,196.27
912.94,195.94
919.63,195.53
926.39,195.13
