38.412,-24.877,27.588
37.666,-5.0446,30.639
37.078,14.847,33.187
28.663,-14.814,25.626
27.959,5.0575,28.602
27.394,24.962,30.994
19.647,-24.577,20.621
18.874,-4.7336,23.818
18.305,15.173,26.282
9.9012,-14.501,18.621
9.1708,5.362,21.651
8.6098,25.288,24.099
0.88892,-24.287,13.658
0.067289,-4.4346,16.911
-0.48544,15.489,19.355
-8.8765,-14.221,11.732
-9.6654,5.661,14.95
-10.196,25.617,17.294
-17.886,-24.021,6.823
-18.728,-4.1562,10.142
-19.301,15.811,12.707
-27.698,-13.954,5.0546
-28.45,5.9491,8.1233
-28.998,25.926,10.419
-36.7,-23.759,0
-37.534,-3.8816,3.2861
-38.118,16.119,5.8901
